url_id	url	domain
19798231	legis.state.ak.us/basis/statutes.asp#11.81.300	legis.state.ak.us
35062463	lrain.bandcamp.com/album/fatigue	lrain.bandcamp.com
6952428	minorplanetcenter.net/db_search/show_object?object_id=535386	minorplanetcenter.net
32471765	retrosheet.org/boxesetc/1969/kmaxil1010011969.htm	retrosheet.org
11881044	nla.gov.au/anbd.aut-an35732011	nla.gov.au
8182570	aljazeera.com/news/asia/2007/08/2008525133627997592.html	aljazeera.com
43088159	viaf.org/viaf/273149066604365601988	viaf.org
41461420	music.msn.com/music/album-review/syn/syndestructible	music.msn.com
14136579	zdnet.com/blog/btl/anonymous-leaks-symantecs-norton-anti-virus-source-code/71183	zdnet.com
39149866	viaf.org/viaf/311307480	viaf.org
29243993	news.rthk.hk/rthk/en/component/k2/1569565-20210109.htm	news.rthk.hk
42623411	iaaf.org/athletes/_/134508	iaaf.org
35439149	moe.gov.et/ministers	moe.gov.et
32610126	nytimes.com/1964/01/19/nationalism-is-viewed-as-camouflage-for-redstoll-2000-to-4000.html	nytimes.com
15543075	theplaylist.net/skin-trailer-venice-film-festival-netflix-20180730	theplaylist.net
31801046	smithsonianmag.com/arts-culture/secret-history-girl-detective-180958311/#u5jyvkpvylobzilw.99	smithsonianmag.com
2726100	iloilotoday.com/ilonggo-engineer-to-present-research-on-26th-world-road-congress	iloilotoday.com
258765	jubileebooks.co.uk/jubilee/magazine/authors/deborah_ellis/profile.asp	jubileebooks.co.uk
32362975	minihub.org/siarlist/msg03876.html	minihub.org
48546783	fossilworks.org/bridge.pl?a=taxoninfo&taxon_no=13602	fossilworks.org
31499465	ubio.org/browser/details.php?namebankid=4266929	ubio.org
38841598	riaa.com/gold-platinum/?ar=james+newton+howard&tab_active=default-award&ti=the+hanging+tree+feat.+jennifer+lawrence#search_section	riaa.com
35349692	latimes.com/archives/la-xpm-2008-may-04-tm-vanessa4-story.html	latimes.com
2514984	billboard.com/music/david-ball/chart-history/country-albums-c	billboard.com
22249954	newsable.asianetnews.com/karnataka/this-is-why-bbmps-green-app-gives-us-no-hope	newsable.asianetnews.com
37003413	worldcat.org/identities/lccn-n81102628	worldcat.org
15123073	plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:346448-1	plantsoftheworldonline.org
17008835	io9.com/the-book-of-strange-new-things-will-blow-you-away-1675147919	io9.com
40769418	angelfire.com/music2/yourear/mindrage/mindrage.html	angelfire.com
7049777	select.nytimes.com/gst/abstract.html?res=f7061ffa3b5912738dddad0a94dd405b818af1d3	select.nytimes.com
5533461	newindianexpress.com/thesundaystandard/2017/jun/24/govts-cheap-medicine-scheme-falls-sick-1620516.html	newindianexpress.com
43920198	yule.sohu.com/20161207/n475168453.shtml	yule.sohu.com
21843073	sportando.com/en/world/asia/158432/sagesse-parts-ways-with-terrell-stoglin-signs-ashley-hamilton.html	sportando.com
42327663	lexic.us/definition-of/funnest	lexic.us
17063406	latimes.com/archives/la-xpm-1992-09-06-tv-483-story.html	latimes.com
13907378	blabbermouth.net/news/goodbye-to-gravity-bassist-dies-death-toll-from-bucharest-nightclub-fire-now-at-51	blabbermouth.net
31343100	worldcat.org/identities/lccn-n50038956	worldcat.org
18234072	gbif.org/species/2298076	gbif.org
44221845	iep.utm.edu/p/philo.htm	iep.utm.edu
3734847	nhl.com/ice/playerstats.htm?fetchkey=20112vansasall&sort=points&viewname=summary	nhl.com
19900715	espncricinfo.com/ci/engine/match/1157023.html	espncricinfo.com
23282840	books.google.com/?id=lpahrqaacaaj	books.google.com
36028618	eol.org/pages/111456	eol.org
32827606	aeroflot.ru/schedule/schedule	aeroflot.ru
29986160	docs.microsoft.com/en-us/windows-hardware/customize/desktop/unattend/microsoft-windows-ie-internetexplorer-accelerators	docs.microsoft.com
25345527	sbpisb.edu.my	sbpisb.edu.my
29029169	snaccooperative.org/ark:/99166/w6rr9890	snaccooperative.org
21430373	mmafighting.com/2018/2/9/16998304/yoel-romero-misses-weight-cannot-win-title-at-ufc-221	mmafighting.com
7792507	api.semanticscholar.org/corpusid:12903042	api.semanticscholar.org
35327871	thestar.co.uk/sport/football/sheffield-wednesday/sheffield-wednesday-owls-trio-to-sign-new-deals-1-4657633	thestar.co.uk
42141388	twitter.com/bassmaaljandaly/status/1274902876264050688	twitter.com
25547444	laurenaquilina.co.uk	laurenaquilina.co.uk
13958017	api.semanticscholar.org/corpusid:148073684	api.semanticscholar.org
5785511	marinespecies.org/aphia.php?id=476550&p=taxdetails	marinespecies.org
9318656	ssd.jpl.nasa.gov/sbdb.cgi?sstr=318079#content	ssd.jpl.nasa.gov
4132263	nytimes.com/1998/12/24/arts/the-pop-life-seeking-models-who-can-sing.html	nytimes.com
10892257	catalogue.bnf.fr/ark:/12148/cb10301167g	catalogue.bnf.fr
45724987	geohack.toolforge.org/geohack.php?pagename=grade_ii*_listed_buildings_in_daventry_district&params=52.230724009562_n_1.0905332549657_w_region:gb_scale:25000&title=former+weedon+barracks:+inner+west+of+series+of+four+blast+houses+in+magazine+enclosure	geohack.toolforge.org
24048997	id.loc.gov/authorities/names/n78048855	id.loc.gov
41235889	lavozarizona.com/story/entertenimiento/2014/03/06/premios-tv-y-novelas-2014-anuncia-su-lista-de-aspirantes/6126867	lavozarizona.com
13107249	denofgeek.com/tv/mr-robot/37375/mr-robot-interview-sam-esmail-on-hackers-fight-club	denofgeek.com
33776796	bbc.co.uk/sport/football/28646997	bbc.co.uk
1115758	imdb.com/title/tt0622424	imdb.com
47941241	sudd.ch/event.php?id=gu011987&lang=en	sudd.ch
32616921	npr.org/templates/story/story.php?storyid=130401193	npr.org
28231362	floodmagazine.com/25397/breaking-borns	floodmagazine.com
37499734	newspapers.com/clip/22067113	newspapers.com
24835693	belgranoathletic.club/comision-directiva	belgranoathletic.club
33528834	digital.library.wisc.edu/1793/18430	digital.library.wisc.edu
24515845	catalogue.bnf.fr/ark:/12148/cb16605621v	catalogue.bnf.fr
37088245	billboard.com/charts/1966-08-06/hot-100	billboard.com
23220050	usatoday30.usatoday.com/life/books/news/2010-02-04-amazonbooks04_st_n.htm	usatoday30.usatoday.com
13847195	trojmiasto.wyborcza.pl/trojmiasto/7,35612,22621417,ladowanie-na-autopilocie-w-gdansku-bedzie-ils-kat-iii.html?disableredirects=true	trojmiasto.wyborcza.pl
20764842	mmamania.com/2017/7/5/15923644/rico-verhoeven-vs-jamal-ben-saddik-glory-booked-december-netherlands-mma	mmamania.com
46130778	id.worldcat.org/fast/77488	id.worldcat.org
29837134	tweedekamer.nl/kamerleden/alle_kamerleden/gesthuizen_sharon_maria_jacoba_gerarda/index.jsp	tweedekamer.nl
25848376	myplainview.com/news/amp/texas-apme-awards-excellence-in-journalism-8518909.php	myplainview.com
51649661	campvictory.org/about/our-facility	campvictory.org
22190281	wikidata.org/wiki/q1189959#identifiers	wikidata.org
21463887	huffingtonpost.com/mike-krause/denver-disposable-bag-fee_b_3738610.html	huffingtonpost.com
17238306	linkedin.com/in/shannonbex	linkedin.com
41785188	fbschedules.com/michigan-state-football-schedule	fbschedules.com
33952864	wrps11.ca/schools/our-schools/142	wrps11.ca
43153198	ucd.ie/archaeology/staff/barryraftery	ucd.ie
16308670	footballfacts.ru/person/30092-cvetkov-valerij-vladimirovich	footballfacts.ru
48375161	viaf.org/viaf/170348558	viaf.org
38870247	nytimes.com/ 2006/02/24/sports/olympics/24skate.html	nytimes.com
11611957	classicbackissues.australasianscience.com.au/bi2009/306toad.pdf	classicbackissues.australasianscience.com.au
27751276	screenrant.com/never-give-up-review	screenrant.com
48920618	catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=xx1551968	catalogo.bne.es
237867	stats.espncricinfo.com/ci/engine/records/averages/bowling.html?class=10;id=4548;type=team	stats.espncricinfo.com
18379554	skysports.com/netball/news/12415/11928207/suncorp-super-netball-jo-harten-proud-to-be-named-giants-captain	skysports.com
10980028	americanarchive.org/catalog/cpb-aacip-151-6w9668989m	americanarchive.org
10185540	englandrugby.com/fixtures-and-results/competitions/south-west-division/2012-2013/group/16287	englandrugby.com
27394634	viaf.org/viaf/305347843	viaf.org
36534630	worldsalsasummit.com/index.html	worldsalsasummit.com
31984359	timetravel.mementoweb.org/memento/20201231/https:/www.olympic.org/lemoine-spencer-case	timetravel.mementoweb.org
24440629	fifa.com/worldcup/matches/round=249722/match=300061484/report.html	fifa.com
11447916	telegraph.co.uk/culture/books/bookreviews/8523762/there-but-for-the-by-ali-smith-review.html	telegraph.co.uk
24097879	hmv.com.sg/product.php?sku=622266	hmv.com.sg
45404130	clusterresources.com/products/torque/docs10/a.hlicense.txt	clusterresources.com
14309980	welhat.gov.uk/chttphandler.ashx?id=5024&p=0	welhat.gov.uk
15595696	news.xkb.com.cn/guangzhou/2010/1109/101117.html	news.xkb.com.cn
12453370	goodreads.com/book/show/25484062-ma-ina-destinului	goodreads.com
46374219	bonnenouvelle.ch/20081112785/breves/les-francais-erigent-une-statue-de-calvin.html	bonnenouvelle.ch
31298185	news.xbox.com/2013/04/games-halo-4-smartglass-tutorial	news.xbox.com
26018180	deutsche-biographie.de/ppn117749540.html	deutsche-biographie.de
44174105	allmusic.com/album/mw0000982691	allmusic.com
3046503	worldcat.org/identities/lccn-n83231446	worldcat.org
48733917	anninhthudo.vn/an-ninh-doi-song/bi-kich-nguoi-dep-aids/319368.antde1%ef%bf%bd%ef%bf%bdn_nhi	anninhthudo.vn
40353949	cnn.com/2015/01/27/opinion/obeidallah-american-sniper	cnn.com
45791393	nla.gov.au/anbd.aut-an36534061	nla.gov.au
11782629	stuff.co.nz/business/industries/9549114/remants-of-empire-fade-away	stuff.co.nz
49116702	apiv3.iucnredlist.org/api/v3/taxonredirect/36618	apiv3.iucnredlist.org
30016257	allmusic.com/artist/johnny-hartman-p84859/biography	allmusic.com
41416969	worldcat.org/identities/lccn-no2019014550	worldcat.org
39519088	french-nuclear-safety.fr/index.php/english-version/news-releases/2012/press-release-3-information-on-penly-npp-event	french-nuclear-safety.fr
49744998	historyofparliamentonline.org/volume/1690-1715/member/yorke-thomas-1658-1716	historyofparliamentonline.org
42423926	id.loc.gov/authorities/subjects/sh2001009619	id.loc.gov
3790496	wikidata.org/wiki/q7177207#identifiers	wikidata.org
10722253	worldcat.org/identities/lccn-no92004593	worldcat.org
51280933	d-nb.info/gnd/124721036	d-nb.info
44556459	catalogue.bnf.fr/ark:/12148/cb121798473	catalogue.bnf.fr
33507362	worldcat.org/identities/lccn-no2009094756	worldcat.org
48372946	allmusic.com/song/street-hassle-mt0030481795	allmusic.com
40179064	s3.amazonaws.com/sidearm.sites/utahutes.com/documents/2019/1/26/2019mediaguide_web.pdf	s3.amazonaws.com
37963876	webarchive.loc.gov/all/20150108023629/http:/www.catholicnews.com/data/stories/cns/1404872.htm	webarchive.loc.gov
22677095	news.google.com/newspapers?dat=19761025&id=b-ixaaaaibaj&nid=1946&pg=3747,2489940&sjid=4kefaaaaibaj	news.google.com
34166917	nice.org.uk/guidance/cg173	nice.org.uk
34628028	racdyn.com/ic_01.cfm?ic=1428558630	racdyn.com
45919550	owgr.com/en/ranking/playerprofile.aspx?playerid=7708	owgr.com
13928538	viaf.org/viaf/132729713	viaf.org
31313275	72armycadets.com	72armycadets.com
19364706	ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=2004432&mode=info	ncbi.nlm.nih.gov
23611462	obec-chlumcany.cz	obec-chlumcany.cz
10946687	structurae.net/structures/data/index.cfm?id=20006887	structurae.net
17443918	foxsports.com.au/afl/how-travis-boaks-2012-show-of-loyalty-defines-his-port-adelaide-legacy-ahead-of-game-250/news-story/d25662bf388e93c00742ab9dd226527b?nk=ca462107c097a2179546aff5f629d4ef-1557638250	foxsports.com.au
9024628	foxnews.com/story/0,2933,241534,00.html	foxnews.com
23257582	facebook.com/groups/111795415601449	facebook.com
27297804	bernama.com/bernama/v5/newsgeneral.php?id=389651	bernama.com
25500944	foxnews.com/story/0,2933,235842,00.html	foxnews.com
14297688	leginfo.ca.gov/pub/09-10/bill/sen/sb_0901-0950/sb_944_vote_20100616_000002_asm_comm.html	leginfo.ca.gov
4898249	aka1908.com/uac/undergraduate-about/former-international-presidents	aka1908.com
43761926	worldcat.org/identities/lccn-n98059802	worldcat.org
49994679	news.google.com/newspapers?id=khpiaaaaibaj&pg=1134,4648751&sjid=khcnaaaaibaj	news.google.com
1203991	trove.nla.gov.au/work/12513477	trove.nla.gov.au
1929024	books.google.com/?id=aiqnaqaamaaj	books.google.com
39748490	translate.google.com/translate?&hl=en&prev=_t&sl=et&tl=en&u=https://et.wikipedia.org/wiki/liivimaa+kubermang	translate.google.com
41649706	id.loc.gov/authorities/names/no2001040525	id.loc.gov
20690320	minorplanetcenter.net/db_search/show_object?object_id=182313	minorplanetcenter.net
28837165	bbc.co.uk/sport/0/football/22556309	bbc.co.uk
18067242	id.worldcat.org/fast/119604	id.worldcat.org
42454220	data.bnf.fr/ark:/12148/cb145331215	data.bnf.fr
40807816	gov.mb.ca/legislature/members/mla_bio_deceased.html#d0	gov.mb.ca
51113781	businessweek.com/news/2010-11-02/oracle-to-buy-art-technology-group-for-1-billion.html	businessweek.com
39885142	synaxarion.gr/gr/sid/3461/sxsaintinfo.aspx	synaxarion.gr
8644839	youtube.com/watch?v=mfccmmtmtbu	youtube.com
1068029	d-nb.info/gnd/14330044x	d-nb.info
24364307	minorplanetcenter.net/db_search/show_object?object_id=395058	minorplanetcenter.net
22782512	upton.house.gov/news/documentsingle.aspx?documentid=399139	upton.house.gov
22853158	tvlistings.zap2it.com/tv/the-haves-and-the-have-nots/cast/ep01715710?aid=zap2it	tvlistings.zap2it.com
39168632	gupmagazine.com/articles/man-in-the-high-castle	gupmagazine.com
13088896	ui.adsabs.harvard.edu/abs/1999a&a...348.1040d	ui.adsabs.harvard.edu
39992189	duma.ru	duma.ru
5771139	eol.org/pages/10647857	eol.org
24820070	popkiller.pl/2014-12-16,zbuku-ft-kajman-bezczel-chada-ja-i-moje-ziomki-teledysk	popkiller.pl
26384071	books.google.com/?id=uyjsvjuj79cc	books.google.com
7512316	id.worldcat.org/fast/1850423	id.worldcat.org
44348952	ssd.jpl.nasa.gov/sbdb.cgi?sstr=497400#content	ssd.jpl.nasa.gov
33052899	snaccooperative.org/ark:/99166/w6x195kn	snaccooperative.org
14799982	nyshistoricnewspapers.org/lccn/sn89071100/1894-01-25/ed-1/seq-2	nyshistoricnewspapers.org
27814347	kplctv.com/global/story.asp?s=5158140&nav=0nqx	kplctv.com
22617070	paul.rutgers.edu/~mcgrew/wwii/usaf/html/dday.html	paul.rutgers.edu
39304169	thisamericanlife.org/s/175	thisamericanlife.org
25199573	law.cornell.edu/uscode/text/47/chapter-5/subchapter-v-a/part-ii	law.cornell.edu
12371369	newspapers.com/clip/30932840	newspapers.com
41274640	u.arizona.edu/~cashcash/timnakni_timat.pdf	u.arizona.edu
9992863	comunabenesat.ro	comunabenesat.ro
12361853	complex.com/music/2019/03/nav-says-dj-drama-don-cannon-refused-to-clear-lil-uzi-vert-verse-on-new-album	complex.com
26432363	spglobal.com/marketintelligence/en/news-insights/blog/covid-19-impact-will-shrink-number-of-new-us-smart-city-projects	spglobal.com
18859969	games.ign.com/articles/121/1219982p3.html	games.ign.com
46121685	independent.co.uk/arts-entertainment/music/reviews/paul-mccartney-3-review-john-lennon-beatles-b1774986.html	independent.co.uk
1359950	jstor.org/action/dobasicsearch?query=%22yves+censi%22&acc=on&wc=on	jstor.org
9963897	lcb.uoregon.edu/app_aspx/lcblillis.aspx	lcb.uoregon.edu
8438611	espncricinfo.com/series/18522/game/1163334/pakhtoons-vs-northern-warriors-final-t10-league-2018-19	espncricinfo.com
41015115	qldc.govt.nz/press_releases/page/33/article/66	qldc.govt.nz
16125673	itis.gov/servlet/singlerpt/singlerpt?search_topic=tsn&search_value=872267	itis.gov
42466291	gd.eppo.int/taxon/prwgr	gd.eppo.int
28831879	stacks.iop.org/1742-6596/308/i=1/a=012029	stacks.iop.org
26246736	youtube.com/watch?v=kv2xziue0do	youtube.com
33340453	atptour.com/en/news/tsitsipas-cuevas-estoril-2019-final	atptour.com
38869520	gracesguide.co.uk/wilfred_bayley_pirie	gracesguide.co.uk
34386121	thejakartapost.com/weekender/6reporter.asp	thejakartapost.com
20000932	inquirer.net/specialreports/inquirerpolitics/view.php?article=20061220-39384&db=1	inquirer.net
27090106	oprahmag.com/entertainment/a28480310/sam-heughan-outlander-graham-mctavish-podcast	oprahmag.com
39867392	gbif.org/species/5999430	gbif.org
14915442	newspapers.com/clip/5616402	newspapers.com
20429182	eafa.org.uk/catalogue/154427	eafa.org.uk
1830106	books.google.com/?id=iejkaaaamaaj	books.google.com
46841860	id.loc.gov/authorities/names/n85808761	id.loc.gov
37452952	id.loc.gov/authorities/names/n88278745	id.loc.gov
39602998	schumannzwickau.de/en/rsw_piano_singers_winner.asp	schumannzwickau.de
13427921	ubs.com/content/dam/internethosting/us_library/en/closed_end/hyf/annual.pdf	ubs.com
7227460	espncricinfo.com/bangladesh-premier-league-2012/engine/match/551059.html	espncricinfo.com
17671495	snaccooperative.org/ark:/99166/w6737w9g	snaccooperative.org
30719532	elections.org.za/content/for-voters/special-votes/&date=2014-05-07	elections.org.za
26191559	geohack.toolforge.org/geohack.php?pagename=ringstead_downs&params=52.93077237313_n_0.51440722861898_e_region:gb	geohack.toolforge.org
4846864	catalogue.bnf.fr/ark:/12148/cb12299201q	catalogue.bnf.fr
37469944	culture.gov.uk/reference_library/media_releases/2884.aspx	culture.gov.uk
29826221	jn.nutrition.org/content/133/11/3992s.long	jn.nutrition.org
4507132	scopus.com/sources?field=issn&ishiddenfield=false&issn=0021-9355&sortdirection=desc&sortfield=citescore	scopus.com
31021996	dcstamps.com/?p=1296	dcstamps.com
18027564	swanseaconservatives.org/person/councillor-ren%c3%a9-kinzett	swanseaconservatives.org
28692695	stadiumguide.com/gradskivrt	stadiumguide.com
50048322	plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:3642-1	plantsoftheworldonline.org
13682618	fashionnstyle.com/articles/28324/20141020/hardwell-new-song-2014-spaceman-dj-releases-music-video-young-again-hits-number-1-in-dj-mag-top-100-list-before-debut-album.htm	fashionnstyle.com
47617267	salon.com/2019/06/19/joe-biden-to-rich-donors-nothing-would-fundamentally-change-if-hes-elected	salon.com
10995663	faculty.uml.edu/ahillier/steampunk.htm	faculty.uml.edu
22237487	go-whippet.co.uk/latest-news/news	go-whippet.co.uk
21325959	newedenbiotech.co.uk/directorsprofiles.html	newedenbiotech.co.uk
40309967	news.google.com/newspapers?dat=19721023&id=lh9qaaaaibaj&nid=1368&pg=4486,2490448&sjid=wheeaaaaibaj	news.google.com
45380468	books.google.com/?id=hhmnaqaamaaj	books.google.com
17242962	viaf.org/viaf/66053182	viaf.org
4547077	archive.org/details/worldwidewifitec0000tant	archive.org
29496480	fold3.com/page/1893870_electa_s_johnson	fold3.com
31969607	eol.org/pages/915853	eol.org
50059865	cec.ro/en/about-cec-bank/history/continuation.aspx	cec.ro
46366799	nla.gov.au/anbd.aut-an35021792	nla.gov.au
6004570	twitter.com/exetercouncil/status/596691968903774209	twitter.com
32738946	articles.philly.com/2011-09-06/news/30118870_1_small-schools-new-district-administration-promise-academy	articles.philly.com
21870973	legaseriea.it/en/serie-a/match-report/2018-19/unico/uni/8/lazfio	legaseriea.it
23334703	discogs.com/master/233098	discogs.com
14093693	huffingtonpost.in/2015/01/24/amish-tripathi-next-book_n_6536408.html	huffingtonpost.in
7443343	geopedia.si/?params=t105_l7387_f200#t105_f7387%3a390_x414113.992332639_y84554.8905927468_s14_b4	geopedia.si
32462517	urbanrail.net/eu/es/soller/soller.htm	urbanrail.net
25199352	articles.chicagotribune.com/2005-02-25/news/0502250212_1_nigel-benn-bout-fight-against-british-champion	articles.chicagotribune.com
2677391	eunis.eea.europa.eu/species/91831	eunis.eea.europa.eu
39547686	business.simon.com/leasing/lee	business.simon.com
26452352	unithistories.com/officers/army_officers_e01.html#essame_h	unithistories.com
31118684	ssd.jpl.nasa.gov/sbdb.cgi?sstr=67913#content	ssd.jpl.nasa.gov
7152072	abcnews.go.com/sports/secrets-iconic-york-mets-home-run-apple-revealed/story?id=41954562	abcnews.go.com
51135964	mlbtraderumors.com/2011/06/indians-release-adam-everett-.html	mlbtraderumors.com
29651773	ultraviewdirectory.com/sports/pan-arab-games-football.php	ultraviewdirectory.com
37169949	opac.vatlib.it/auth/detail/495_279570	opac.vatlib.it
22390318	htc.com/us/support/htc-inspire-4g-att/software-updates	htc.com
50095412	oprhp.state.ny.us/hpimaging/hp_view.asp?groupview=101622	oprhp.state.ny.us
17642201	projecteuclid.org/euclid.bams/1183497412	projecteuclid.org
11036271	biobankinguk.org/biobanks-a-z	biobankinguk.org
28834372	wikidata.org/wiki/q20520#identifiers	wikidata.org
4632345	trainweb.org/rahwayvalley/history_chapter2.htm	trainweb.org
22494850	jstor.org/action/dobasicsearch?query=%22list+of+awards+and+nominations+received+by+m.i.a.%22&acc=on&wc=on	jstor.org
35726324	brickfieldspark.org/data/nightshadedeadly.htm	brickfieldspark.org
41808713	worldcat.org/identities/lccn-no96037637	worldcat.org
7656414	youtube.com/watch?v=57lvgi98hge	youtube.com
31534612	pc.gamespy.com/pc/beyond-good-evil/6461p1.html	pc.gamespy.com
49661059	youtube.com/watch?v=wsvwchkezrg	youtube.com
37213720	worldaerodata.com/wad.cgi?airport=edrk	worldaerodata.com
39415798	media.allstate.com/categories/7-news-releases/releases/4421-allstate-appoints-desir-e	media.allstate.com
40060330	fu-berlin.de/presse/publikationen/fundiert/2006_02/06_02_boettcher/index.html	fu-berlin.de
49635708	base64.sourceforge.net	base64.sourceforge.net
28476714	timesofindia.indiatimes.com/sports/golf/top-stories/potter-beats-kelly-in-playoff-to-win-greenbrier-classic/articleshow/14759245.cms	timesofindia.indiatimes.com
1472289	intel.com/inside/smarttv	intel.com
14056466	ohmitetudo.co.jp/railway/eki/sinyokaichi.html	ohmitetudo.co.jp
4251792	fws.gov/refuge/valentine/about.html	fws.gov
19061317	florabase.dpaw.wa.gov.au/browse/profile/21317	florabase.dpaw.wa.gov.au
45807476	isuresults.com/bios/isufs_cr_00014450.htm	isuresults.com
48208557	books.google.com/?id=w-beotj0axoc	books.google.com
35227595	books.google.com/?id=wtg-aaaayaaj	books.google.com
12129661	washingtontimes.com/news/2016/may/5/ron-paul-staffers-jesse-benton-john-tate-dimitrios	washingtontimes.com
49128070	the42.ie/meet-irelands-olympic-team-sara-treacy-2886953-jul2016	the42.ie
5371306	getty.edu/vow/ulanfulldisplay?find=&nation=&role=&subjectid=500223861	getty.edu
1053943	id.loc.gov/authorities/subjects/sh98001340	id.loc.gov
32981636	billboard.com/music/il-volo/chart-history/lpp	billboard.com
11705685	conceptcarz.com/vehicle/z13396/tvr-griffith-200.aspx	conceptcarz.com
5901485	mvep.hr/hr/predstavnistva/dmkurh-u-svijetu/angola-lisabon,207.html#p	mvep.hr
13393574	musicbrainz.org/artist/fd02b7ec-1e45-439e-a28b-09215bdc03cb	musicbrainz.org
39894851	hotelierindia.com/article-8461-hafele_india_lighting_the_way	hotelierindia.com
13254369	imdb.com/title/tt0130295	imdb.com
17735606	doi.org/10.1016/0304-4181(76)90021-x	doi.org
19106248	nba.com/jazz/news/jazz-signs-free-agent-toure-murry	nba.com
6890607	whartonmagazine.com/issues/winter-2015/hungry-for-a-sweeter-workplace	whartonmagazine.com
49620803	thaiembassylima.com	thaiembassylima.com
49851182	milb.com/milb/news/luis-urias-homers-as-part-of-three-hit-day-for-el-paso-chihuahuas/c-271792174	milb.com
50749041	eol.org/pages/313918	eol.org
12399083	psycholecemu.com/discography	psycholecemu.com
41252188	minorplanetcenter.net/db_search/show_object?object_id=234409	minorplanetcenter.net
18820015	ensembl.org/mus_musculus/geneview?gene=ensmusg00000061462;db=core	ensembl.org
44292996	viaf.org/viaf/416145858118223022160	viaf.org
20056103	worldcat.org/identities/lccn-no2017163455	worldcat.org
34011708	worldcat.org/identities/lccn-n85805104	worldcat.org
23994099	maps.google.com/maps/ms?hl=en&ie=utf8&ll=10.768429,76.658564&msa=0&msid=114038809751246788218.000446f3003c119a1bdc6&spn=0.013091,0.01869&t=k&z=16	maps.google.com
7698857	tissottiming.com/file/00031101000104ffffffffffffffff04	tissottiming.com
47940538	data.bnf.fr/ark:/12148/cb15116994b	data.bnf.fr
42449381	cbc.ca/marketplace/episodes/2008/02/packing-the-deal.html	cbc.ca
29909355	repertoire.bmi.com/catalog.aspx?detail=writerid&fromrow=1&keyid=946173&page=1&subid=0&torow=25	repertoire.bmi.com
10070660	scottsery.com/uncategorized/tsu-co-closes	scottsery.com
26285074	bugguide.net/node/view/604071	bugguide.net
20541050	minorplanetcenter.net/db_search/show_object?object_id=2003+sv453	minorplanetcenter.net
2020026	goldbook.iupac.org/s05962.html	goldbook.iupac.org
44169049	sunnysidechristianschool.org/highschool.cfm	sunnysidechristianschool.org
34277014	ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=np_775265	ncbi.nlm.nih.gov
30535469	portaldecinema.com.br/filmes/xuxa_em_sonho_de_menina.html	portaldecinema.com.br
17180674	scully.cfa.harvard.edu/cgi-bin/returnprepeph.cgi?d=c&o=0040p	scully.cfa.harvard.edu
1494333	dailytelegraph.com.au/news/zali-steggalls-heart-on-ice/story-e6frewz9-1111113685631	dailytelegraph.com.au
13100685	bbc.co.uk/blogs/strictlycomedancing/entries/4e69cd0b-531a-4b3a-9f52-a6c070d9e32c	bbc.co.uk
34594805	d-nb.info/gnd/117625558	d-nb.info
30063657	e-periodica.ch/digbib/view?pid=chl-001:2014:0::31#31	e-periodica.ch
1239107	warnerbros.com/everything-illuminated	warnerbros.com
45340658	nscl.play-cricket.com/leaguetables/competitions.asp	nscl.play-cricket.com
23037150	nytimes.com/1996/08/09/us/as-sugar-fades-hawaii-seeks-a-new-cash-crop.html	nytimes.com
27988173	setur.fo	setur.fo
3941208	foodsafetynews.com/2016/06/maytag-dairy-taking-months-to-clean-up-listeria-problem	foodsafetynews.com
48513402	eecs.berkeley.edu/~hu/chenming-hu_ch8.pdf	eecs.berkeley.edu
1419080	hiphopdx.com/index/editorials/id.2802/title.fetty-waps-california-adventure	hiphopdx.com
21339418	bwf.tournamentsoftware.com/sport/match.aspx?id=27a21f55-cad5-4cf4-a60f-a7e06e0deaad&match=209	bwf.tournamentsoftware.com
43014498	appalachiantrail.org/explore/explore-by-state/new-hampshire	appalachiantrail.org
12873166	muse.jhu.edu/content/crossref/journals/technology_and_culture/v040/40.4kinney.html	muse.jhu.edu
21860110	teradyne.com/corp/history.html	teradyne.com
36156008	thelineofbestfit.com/reviews/albums/toro-y-moi-boo-boo	thelineofbestfit.com
35967179	itu.int/en/osg/speechesdsg/presentation%20globalizing%20trend%20china%20mobile%20internet.ppt	itu.int
5306647	tuba.gov.tr/tr/haberler/akademiden-haberler/tuba-2018-ustun-basarili-genc-bilim-insani-ve-bilimsel-eser-odulleri-aciklandi	tuba.gov.tr
51623620	twitter.com/egoraptor/status/1243280342175207424	twitter.com
21427782	trove.nla.gov.au/work/6809776	trove.nla.gov.au
2487564	businessinsider.com/best-new-apple-watch-apps-i-should-download-first-2015-4	businessinsider.com
7605472	skyscraperpage.com/diagrams/?buildingid=3591	skyscraperpage.com
51550912	viaf.org/viaf/50715192	viaf.org
20499418	stonewall.org.uk/at_school/education_for_all/secondary_schools/homophobic_bullying/default.asp	stonewall.org.uk
49855359	hls-dhs-dss.ch/textes/d/d2684.php	hls-dhs-dss.ch
28701127	gbif.org/species/2423554	gbif.org
46400209	sports.yahoo.com/tamu/football/recruiting/player-johnny-manziel-89597	sports.yahoo.com
